"Financial Year","Return Type","Name","Creditor Name","Address Line 1","Address Line 2","Suburb","State","Postcode","Amount owed","Financial or Non-financial institution"
"2017-18","Associated Entity Return","Transport Workers Union of Australia SA/NT Branch","Transport Workers Union of Australia","388-390 Sussex St","","SYDNEY","NSW","2001","26910","Non-financial"
"2017-18","Associated Entity Return","Transport Workers Union of New South Wales","Accor Hotels Sydney Olympic Park","11a Olympic Boulevard","","SYDNEY OLYMPIC PARK","NSW","2127","95570","Non-financial"
"2017-18","Associated Entity Return","Transport Workers Union of New South Wales","American Express Australia Ltd","GPO Box 3757","","SYDNEY","NSW","2001","25586","Non-financial"
"2017-18","Associated Entity Return","Transport Workers Union of New South Wales","Australian Taxation Office","430 Wilson Street","","ALBURY","NSW","2640","173178","Non-financial"
"2017-18","Associated Entity Return","Transport Workers Union of New South Wales","Australian Taxation Office","430 Wilson Street","","ALBURY","NSW","2640","26051","Non-financial"
"2017-18","Associated Entity Return","Transport Workers Union of New South Wales","Hyatt Regency Sydney","161 Sussex Street","","Sydney","NSW","2000","16875","Non-financial"
"2017-18","Associated Entity Return","Transport Workers Union of New South Wales","Revenue NSW","GPO Box 530","","Sydney","NSW","1159","25314","Non-financial"
"2017-18","Associated Entity Return","Transport Workers Union of New South Wales","Transport Workers' Union of Australia","Level 2","388-390 Sussex Street","SYDNEY","NSW","2000","111983","Non-financial"
"2017-18","Associated Entity Return","Transport Workers Union of New South Wales","TWU Super Fund","Level 25","150 Lonsdale Street","MELBOURNE","VIC","3000","59370","Non-financial"
"2017-18","Associated Entity Return","United Firefighters Union of Australia VIC","american express","gpo box 5087","","SYDNEY","NSW","1001","21262","Financial"
"2017-18","Associated Entity Return","United Firefighters Union of Australia VIC","ato","990 Whitehorse Road","","BOX HILL","VIC","3128","91077","Financial"
"2017-18","Associated Entity Return","United Firefighters Union of Australia VIC","Davies Lawyers","Suite 1/249 Hampton Street","","HAMPTON","VIC","3188","27995","Non-financial"
"2017-18","Associated Entity Return","United Firefighters Union of Australia VIC","Express Virtual Meetings","PO Box 4020","","Mt Eliza","VIC","3930","25186","Non-financial"
"2017-18","Associated Entity Return","United Firefighters Union of Australia VIC","Svenson Barristers","205 William Street","40 robbins street","MELBOURNE","VIC","3000","21395","Non-financial"
"2017-18","Associated Entity Return","United Firefighters Union of SA Inc","Australian Taxation Office","Locked Bag 1936","","ALBURY","NSW","2640","46488","Non-financial"
"2017-18","Associated Entity Return","United Workers Union","ALP Qld","16 Peel Street","","SOUTH BRISBANE","QLD","4101","33000","Non-financial"
"2017-18","Associated Entity Return","United Workers Union","American Express Australia","GPO Box 1582","","SYDNEY","NSW","2000","31587","Financial"
"2017-18","Associated Entity Return","United Workers Union","Australian Tax Office","Locked Bag 1793","","PENRITH SOUTH DC","NSW","1797","1032006","Non-financial"
"2017-18","Associated Entity Return","United Workers Union","BFS Plastics","56 Pentex Street","","SALISBURY","QLD","4107","13803","Non-financial"
"2017-18","Associated Entity Return","United Workers Union","Caltex","Level 24","2 Market Street","SYDNEY","NSW","2000","16157","Non-financial"
"2017-18","Associated Entity Return","United Workers Union","Commissioner of State Revenue","132 Marsden Street","","PARRAMATTA","NSW","2123","15807","Non-financial"
"2017-18","Associated Entity Return","United Workers Union","Commissioner of State Revenue","132 Marsden Street","","PARRAMATTA","NSW","2124","18356","Non-financial"
"2017-18","Associated Entity Return","United Workers Union","Corrs Chambers Westgarth","Level 17","8 Chifley Square","SYDNEY","NSW","2000","41391","Non-financial"
"2017-18","Associated Entity Return","United Workers Union","Flipnet","Level 2","45 McLachlan Street","FORTITUDE VALLEY","QLD","4006","17184","Non-financial"
"2017-18","Associated Entity Return","United Workers Union","Gerald O'Driscoll","Level 28 West Santos Place","32 Turbot Street","BRISBANE","QLD","4001","48950","Non-financial"
"2017-18","Associated Entity Return","United Workers Union","Hall Payne","27 Peel Street","","SOUTH BRISBANE","QLD","4101","121799","Non-financial"
"2017-18","Associated Entity Return","United Workers Union","Intrust Super","GPO Box 2755","","BRISBANE","QLD","4001","106950","Non-financial"
"2017-18","Associated Entity Return","United Workers Union","MGI Audit","PO Box 3360","Australia Fair","SOUTHPORT","QLD","4215","14000","Non-financial"
"2017-18","Associated Entity Return","United Workers Union","OSR Queensland","100 Victoria Street","","WEST END","QLD","4101","20177","Non-financial"
"2017-18","Associated Entity Return","United Workers Union","Quicksuper","GPO Box 1901","","MELBOURNE","VIC","3000","54973","Non-financial"
"2017-18","Associated Entity Return","United Workers Union","STI Commercial Interiors","45 Gilby Road","","Mt Waverley","VIC","3149","115945","Non-financial"
"2017-18","Associated Entity Return","United Workers Union","Westpac","275 Kent Street","","SYDNEY","NSW","2000","22319","Financial"
"2017-18","Associated Entity Return","Vapold Pty Ltd","Australian Taxation Office","Locked Bag 1936","","ALBURY","NSW","1936","15428","Non-financial"
"2017-18","Associated Entity Return","Vapold Pty Ltd","King Independent Property Advisers","9/100 Collijns Street","","MELBOURNE","VIC","3000","20000","Non-financial"
"2017-18","Associated Entity Return","Vapold Pty Ltd","Shinewing","10/530 Collins Street","","MELBOURNE","VIC","3000","25000","Non-financial"
"2017-18","Political Party Return","Yellow Vest Australia","Aust Liberty Alliance Mgt PL","PO Box 290","","SOUTH MELBOURNE","VIC","3205","13666","Non-financial"
"2016-17","Associated Entity Return","1973 Foundation Pty Ltd","Australian Labor Party ACT Branch","GPO Box 3065","","CANBERRA","ACT","2601","372121","Non-financial"
"2016-17","Associated Entity Return","ALP Holdings Pty Ltd as Trustee of the ALP Investment Trust","Australian Labor Party (SA Branch)","141 Gilles Street","","ADELAIDE","SA","5000","1303688","Non-financial"
"2016-17","Associated Entity Return","Altum Pty Ltd as Trustee for Altum Property Unit Trust","Australian Taxation Office","Locked Bag","","Penrith","NSW","2750","18510","Non-financial"
"2016-17","Associated Entity Return","Altum Pty Ltd as Trustee for Altum Property Unit Trust","Liberal National Party","PO Box 940","","Spring Hill","QLD","4004","1761440","Non-financial"
"2016-17","Associated Entity Return","Altum Pty Ltd as Trustee for Altum Property Unit Trust","LNP Nominees Pty Ltd ATF 6 St Pauls Tce Trust","PO Box 940","","Spring Hill","QLD","4004","9068941","Non-financial"
"2016-17","Associated Entity Return","Altum Pty Ltd as Trustee for the Altum Head Quarters Trust","Liberal National Party","PO Box 940","","Spring Hill","QLD","4004","331989","Non-financial"
"2016-17","Associated Entity Return","ASU Victorian Private Sector Branch","Australian Taxation Office","PO Box 3575","","ALBURY","NSW","2640","57069","Non-financial"
"2016-17","Associated Entity Return","Australasian Meat Industry Employees Union - Newcastle & Northern Branch","Australian Taxation Office","Locked Bag 1793","","PENRITH","NSW","2750","34756","Non-financial"
"2016-17","Associated Entity Return","Australasian Meat Industry Employees Union SA & WA Branch","AMIEU  VIC","62 LYGON STREET","","CARLTON SOUTH","VIC","3053","15000","Non-financial"
"2016-17","Associated Entity Return","Australasian Meat Industry Employees Union SA & WA Branch","AMIEU NORTHERN NEWCASTLE","34 UNION STREET","","NEWCASTLE WEST","NSW","2302","15000","Non-financial"
"2016-17","Associated Entity Return","Australasian Meat Industry Employees Union SA & WA Branch","AMIEU NSW","62 PROSPECT STREET ","","ROSEHILL","NSW","2142","15000","Financial"
"2016-17","Associated Entity Return","Australasian Meat Industry Employees Union SA & WA Branch","AMIEU QLD ","39 LYTTON ROAD","","EAST BRISBANE","QLD","4169","15000","Non-financial"
"2016-17","Associated Entity Return","Australasian Meat Industry Employees Union Victorian Branch","Australian Taxation Office","Locked Bag 1936","","ALBURY","NSW","1936","31609","Non-financial"
"2016-17","Political Party Return","Australian Citizens Party","CEC Australia (Services) Pty Ltd","595 Sydney Rd","","COBURG","VIC","3058","891243","Non-financial"
"2016-17","Political Party Return","Australian Citizens Party","Citizens Media Group Pty Ltd","595 Sydney Rd","","COBURG","VIC","3058","37461","Non-financial"
"2016-17","Political Party Return","Australian Citizens Party","Craig Isherwood","P O Box 376","","Coburg","VIC","3058","30267","Non-financial"
"2016-17","Political Party Return","Australian Greens","ATO","GPO Box 9990","","Canberra","ACT","2601","29811","Non-financial"
"2016-17","Political Party Return","Australian Greens","Australia Post","GPO Box 2137","","Melbourne","VIC","3001","13588","Non-financial"
"2016-17","Political Party Return","Australian Greens","Leave Entitlements","Not applicable","","na","ACT","2600","101129","Non-financial"
"2016-17","Political Party Return","Australian Greens","NSW Greens","GPO Box 1220","","Sydney","NSW","2001","33618","Non-financial"
"2016-17","Political Party Return","Australian Greens","Queensland Greens","PO Box 661","","Albion BC","QLD","4010","15831","Non-financial"
"2016-17","Political Party Return","Australian Greens","Tasmanian Greens","GPO Box 1132","","Hobart","TAS","7001","19850","Non-financial"
"2016-17","Political Party Return","Australian Greens","Victorian Greens","GPO Box 4589","","Melbourne","VIC","3001","22749","Non-financial"
"2016-17","Political Party Return","Australian Labor Party (ACT Branch)","Australian Taxation Office","PO Box 1032","","ALBURY","NSW","2640","18289","Non-financial"
"2016-17","Political Party Return","Australian Labor Party (ALP)","ACT Labor","222 City Walk","","Canberra","ACT","2601","94322","Non-financial"
"2016-17","Political Party Return","Australian Labor Party (ALP)","American Express","PO Box 3928","","Sydney","NSW","1133","85262","Non-financial"
"2016-17","Political Party Return","Australian Labor Party (ALP)","Aon Risk Services Australia Ltd","Level 33 201 Kent St","","Sydney","NSW","2000","14367","Non-financial"
"2016-17","Political Party Return","Australian Labor Party (ALP)","First Communications Pty Ltd","27 Mackie Road","","East Bentleigh","VIC","3165","15243","Non-financial"
"2016-17","Political Party Return","Australian Labor Party (ALP)","John Curtin House Limited","PO Box 6222","","Kingston","ACT","2604","885337","Non-financial"
"2016-17","Political Party Return","Australian Labor Party (ALP)","Magenta Linas Software","Suite 4 11th Floor 488 Bourke St","","Melbourne","VIC","3000","42622","Non-financial"
"2016-17","Political Party Return","Australian Labor Party (ALP)","SBA Law","Level 13 607 Bourke Street","","Melbourne","VIC","3000","139959","Non-financial"
"2016-17","Political Party Return","Australian Labor Party (ALP)","Utting Research Pty Ltd","Suite 105 Level 1 332 Oxford St","","Bondi Junction","NSW","2022","35477","Non-financial"
"2016-17","Political Party Return","Australian Labor Party (ALP)","Valiant Commercial Furniture Pty Ltd","PO Box 957","","Surry Hills","NSW","2010","15095","Non-financial"
"2016-17","Political Party Return","Australian Labor Party (ALP)","Westpac","275 Kent Street","","Sydney","NSW","2000","500000","Non-financial"
"2016-17","Political Party Return","Australian Labor Party (N.S.W. Branch)","AUSTRALIAN SUPER","GPO BOX 1901","","MELBOURNE","VIC","3001","13294","Non-financial"
"2016-17","Political Party Return","Australian Labor Party (N.S.W. Branch)","AUSTRALIAN TAXATION OFFICE-","LOCKED BAG 1793","","PENRITH","NSW","1793","58150","Non-financial"
"2016-17","Political Party Return","Australian Labor Party (N.S.W. Branch)","MACQUARIE CORP. TELECOMMUNICATIONS","LEVEL20, 2 MARKET STREET","","SYDNEY","NSW","2000","23043","Non-financial"
"2016-17","Political Party Return","Australian Labor Party (N.S.W. Branch)","MAGENTA LINAS SOFTWARE","4 NEW ST","","KEW","VIC","3101","19470","Non-financial"
"2016-17","Political Party Return","Australian Labor Party (Northern Territory) Branch","Australian Taxation Office","Locked Bag 1936","","ALBURY","NSW","2640","15032","Non-financial"
"2016-17","Political Party Return","Australian Labor Party (Northern Territory) Branch","Foghorn Creative PTY LTD","3/69 Stafford Street","","EAST BRISBANE","QLD","4169","36035","Non-financial"
"2016-17","Political Party Return","Australian Labor Party (State of Queensland)","ALP National Secretariat","PO Box 6222","","Kingston","ACT","2604","76051","Non-financial"
"2016-17","Political Party Return","Australian Labor Party (State of Queensland)","Australian Taxation Office","PO Box 8444","","Chermside","QLD","4032","31093","Non-financial"
"2016-17","Political Party Return","Australian Labor Party (State of Queensland)","Australian Taxation Office","PO Box 8444","","Chermside","QLD","4032","58722","Non-financial"
