"Event","Media ID","Name","Business Name","Return Type","Address Line 1","Address Line 2","Suburb","State","Postcode","Total Amount"
"2004 Federal Election","923","STW CHAN 9","Swan Television & Radio Broadcasters Ltd","Broadcaster","PO Box 99","","TUART HILL PRIVATE BOXES","WA","6939","436659"
"2004 Federal Election","1428","Sun FM","Alice Springs Commercial Broadcasters Pty Ltd","Broadcaster","PO Box 2106","","ALICE SPRINGS PRIVATE BOXES","NT","0871","1871"
"2004 Federal Election","1608","Sun Herald","Fairfax Ltd","Publisher","Level 4, 250 Spencer St","","MELBOURNE","VIC","3000","27870"
"2004 Federal Election","4155","Sunbury Macedon Leader","Leader Community Newspapers","Publisher","PO BOX 185","","BLACKBURN","VIC","3130","5205"
"2004 Federal Election","1665","Sunday Herald Sun","Herald & Weekly Times Ltd","Publisher","6/40 City Road","","SOUTH MELBOURNE","VIC","3205","13630"
"2004 Federal Election","4688","Sunday Mail","Advertiser Newspapers Ltd","Publisher","GPO Box 339","","ADELAIDE GPO PRIVATE BOXES","SA","5001","3343"
"2004 Federal Election","574","Sunday Tasmanian","Davies Brothers Limited","Publisher","GPO Box 334","","HOBART GPO PRIVATE BOXES","TAS","7001","945"
"2004 Federal Election","588","Sunday Territorian","News Ltd","Publisher","PO Box 1300","","DARWIN GPO PRIVATE BOXES","NT","0801","89"
"2004 Federal Election","339","Sunraysia Daily","Sunraysia Publishing Co Pty Ltd","Publisher","PO Box 1400","","MILDURA PRIVATE BOXES","VIC","3502","7008"
"2004 Federal Election","456","Sunshine Coast Daily","Sunshine Coast Newspaper Co Pty Ltd","Publisher","PO Box 56","","MAROOCHYDORE","QLD","4558","20103"
"2004 Federal Election","457","Sunshine Coast Weekly","Sunshine Coast Newspapers Co Pty Ltd","Publisher","PO Box 56","","MAROOCHYDORE","QLD","4558","19231"
"2004 Federal Election","5208","Sunshine Northwest Advocate","Fairfax Community Newspapers","Publisher","PO Box 318","","DANDENONG","VIC","3175","60231"
"2004 Federal Election","5302","Sunshine Star","South East Newspapers","Publisher","1/88-96 Western Ave","","TULLAMARINE","VIC","3043","0"
"2004 Federal Election","4991","Sussex Times","Milton Ulladulla Publishing Co Pty Ltd","Publisher","Po Box 210","","ULLADULLA","NSW","2539","1751"
"2004 Federal Election","5366","Sydney City Courier","FPC Courier Newspapers","Publisher","170 Bourke Road","","ALEXANDRIA","NSW","2015","896"
"2004 Federal Election","1606","Sydney Morning Herald","Fairfax Ltd","Publisher","PO Box 506","","SYDNEY GPO PRIVATE BOXES","NSW","2001","439514"
"2004 Federal Election","5367","Sydney Weekly Courier","FPC Courier Newspapers","Publisher","170 Bourke Road","","ALEXANDRIA","NSW","2015","969"
"2004 Federal Election","1798","TA NEA Greek Newspaper","Greek Broadcasters P/L","Publisher","Level 1/1c Bell Street","","PRESTON","VIC","3072","3234"
"2004 Federal Election","4507","Tablelander Newspaper","Tablelander Newspaper","Publisher","PO BOX 20","","ATHERTON","QLD","4883","1209"
"2004 Federal Election","1005","Tablelands Advertiser","Cairns Post Pty Ltd","Publisher","226 Byrnes Street","","MAREEBA","QLD","4880","2459"
"2004 Federal Election","4198","Tallaganda Times","Regional Publishers","Publisher","PO Box 152","","GOULBURN","NSW","2580","1000"
"2004 Federal Election","1564","Tasmanian Country","Davies Brothers Limited","Publisher","GPO Box 334","","HOBART GPO PRIVATE BOXES","TAS","7001","6098"
"2004 Federal Election","3282","Taxation in Australia","Taxation Institute of Australia","Publisher","11th Floor, 64 Castlereagh Street","","SYDNEY","NSW","2000","0"
"2004 Federal Election","886","TCN CHAN 9","TCN Channel Nine Pty Ltd","Broadcaster","24 Artarmon Road","","WILLOUGHBY","NSW","2068","2209130"
"2004 Federal Election","196","Temora Independent","JA Bradley & Sons","Publisher","PO Box 174","","TEMORA","NSW","2666","1031"
"2004 Federal Election","1437","Ten Northern NSW","Northern Rivers Television Pty Ltd","Broadcaster","Lckd Bag 1000","","COFFS HARBOUR","NSW","2450","291954"
"2004 Federal Election","1453","Ten Queensland","Telecasters Australia Limited","Broadcaster","PO Box 1016","","TOWNSVILLE","QLD","4810","353795"
"2004 Federal Election","4297","Ten-10","Network Ten (Sydney) Pty Ltd","Broadcaster","1 Saunders St","","PYRMONT","NSW","2009","1109087"
"2004 Federal Election","3004","That's Life","Pacific Publications","Publisher","Private Bag 9500","","NORTH SYDNEY PRIVATE BOXES","NSW","2059","0"
"2004 Federal Election","1602","The Advertiser","Advertiser Newspapers Pty Ltd","Publisher","PO Box 339","","ADELAIDE","SA","5000","116852"
"2004 Federal Election","5286","The Advertiser","Regional Publishers","Publisher","PO Box 61","","BENDIGO","VIC","3552","22947"
"2004 Federal Election","91","The Advertiser Cessnock","Regional Publishers Pty Ltd","Publisher","155 Vincent Street","","CESSNOCK","NSW","2325","1715"
"2004 Federal Election","1641","The Advertiser Newspaper","Rupak Pty Ltd","Publisher","7 Market Street","","WOOLGOOLGA","NSW","2456","529"
"2004 Federal Election","400","The Advocate","Lower Burdekin Newspaper Company Pty Ltd","Publisher","PO Box 969","","AYR","QLD","4807","6880"
"2004 Federal Election","4931","The Advocate Newspaper","Harris and Company Ltd","Publisher","PO Box 63","","BURNIE","TAS","7320","133378"
"2004 Federal Election","4221","The Age","Fairfax Ltd","Publisher","Level 4, 250 Spencer St","","MELBOURNE","VIC","3000","227056"
"2004 Federal Election","80","The Armidale Express","Regional Publishers P/L","Publisher","PO Box 70","","ARMIDALE","NSW","2350","2465"
"2004 Federal Election","5144","The Armidale Express Extra","Regional Publisers P/L","Publisher","PO Box 70","","ARMIDALE","NSW","2350","202"
"2004 Federal Election","1636","The Armidale Independent","Armidale Independent Pty Ltd","Publisher","Po Box 82","","ARMIDALE","NSW","2350","2815"
"2004 Federal Election","28","The Australian","The Australian","Publisher","Holt Street","","SURRY HILLS","NSW","2010","162712"
"2004 Federal Election","5085","The Australian Jewish News (Melbourne)","The Australian Jewish Press","Publisher","PO Box 1000","","CAULFIELD SOUTH","VIC","3162","16855"
"2004 Federal Election","1469","The Australian Jewish News (Sydney Edition)","Australian Jewish Press Pty Ltd","Publisher","Locked Bag 42","","DARLINGHURST","NSW","2010","21857"
"2004 Federal Election","3189","The Australian TAFE Teacher","Australian Education Union","Publisher","Gruond Floor,","120 Clarendon Street","SOUTH MELBOURNE","VIC","3205","0"
"2004 Federal Election","5319","The Australian Women's Weekly","Australian Consolidated Press","Publisher","AWW Advertising","Level 9, 54 Park St","SYDNEY","NSW","2000","0"
"2004 Federal Election","5251","The Berowra Bush Telegraph","","Publisher","PO Box 80","","BEROWRA HEIGHTS","NSW","2082","0"
"2004 Federal Election","1832","The Big Issue","Big Issue in Australia Ltd","Publisher","GPO Box 4911VV","","MELBOURNE GPO PRIVATE BOXES","VIC","3001","0"
"2004 Federal Election","404","The Blackwater Herald","Australian Provincial Newspapers Ltd","Publisher","PO Box 73","","BLACKWATER","QLD","4717","1529"
"2004 Federal Election","5369","The Bondi View Community Newspaper","Boondye Books","Publisher","PO Box 7111","","BONDI BEACH","NSW","2026","4479"
"2004 Federal Election","78","The Border Mail","Border Morning Mail Pty Ltd","Publisher","PO Box 491","","WODONGA PRIVATE BOXES","VIC","3689","21922"
"2004 Federal Election","501","The Border Watch","Border Watch Pty Ltd","Publisher","Po Box 309","","MOUNT GAMBIER","SA","5290","7042"
"2004 Federal Election","495","The Bunyip","Gawler Co Pty Ltd","Publisher","PO Box 160","","GAWLER","SA","5118","6231"
"2004 Federal Election","413","The Cairns Post","Cairns Post Pty Ltd","Publisher","PO Box 126","","CAIRNS","QLD","4870","10512"
"2004 Federal Election","31","The Canberra Times","Federal Capital Press of Australia Pty Ltd","Publisher","PO Box 7155","","CANBERRA MAIL CENTRE","ACT","2610","62619"
"2004 Federal Election","1466","The Catholic Leader","Catholic Leader","Publisher","GPO Box 282","","BRISBANE GPO PRIVATE BOXES","QLD","4001","1690"
"2004 Federal Election","32","The Chronicle","Federal Capital Press of Australia Pty Ltd","Publisher","PO Box 7155","","CANBERRA MAIL CENTRE","ACT","2610","5712"
"2004 Federal Election","5176","The Comedy Channel","Foxtel","Broadcaster","Wharf 8","","PYRMONT","NSW","2009","20449"
"2004 Federal Election","5175","The Courier","Regional Publishers (Western Victoria)","Publisher","110 Creswick Road","","BALLARAT","VIC","3350","12645"
"2004 Federal Election","377","The Courier Mail","Queensland Newspapers PTy Ltd","Publisher","GPO Box 130","","BRISBANE GPO PRIVATE BOXES","QLD","4001","210685"
"2004 Federal Election","1504","The Daily Advertiser","Riverina Media Group","Publisher","PO Box 35","","WAGGA WAGGA","NSW","2650","11864"
"2004 Federal Election","5338","The Daily Telegraph","Nation Wide News","Publisher","L4, 61-81 Kippax St","","SURRY HILLS","NSW","2010","278540"
"2004 Federal Election","293","The Echo","Geelong Newspapers Pty Ltd","Publisher","PO Box 91","","GEELONG","VIC","3220","2629"
"2004 Federal Election","5046","The Edge 96.1","Blue Mountains Broadcasters","Broadcaster","3 Byfield Street","","NORTH RYDE","NSW","2113","43200"
"2004 Federal Election","4973","The Education Magazine","Westroyal P/L","Publisher","PO Box 1066","","WEST PERTH PRIVATE BOXES","WA","6872","0"
"2004 Federal Election","575","The Examiner","Examiner Newspaper Pty Ltd","Publisher","PO Box 99","","LAUNCESTON","TAS","7250","170365"
"2004 Federal Election","4740","The Express","Poinciana Publishing","Publisher","PO Box 1464","","THURINGOWA","QLD","4817","0"
"2004 Federal Election","4064","The Flinders News","Nothern Newspapers","Publisher","PO Box 435","","PORT PIRIE","SA","5540","458"
"2004 Federal Election","5248","The Fly Entertainment Press","The Fly Entertainment Press","Publisher","PO Box 6778","","CAIRNS","QLD","4870","600"
"2004 Federal Election","5323","The Free Press","Central Highlands Newspapers Pty Ltd","Publisher","PO Box 423","","KILMORE","VIC","3764","3141"
"2004 Federal Election","4448","The Gazette","Davies Brothers Limited","Publisher","GPO BOX 334","","HOBART GPO PRIVATE BOXES","TAS","7001","1696"
"2004 Federal Election","4232","The Geelong Independent","The Geelong Independent Ltd","Publisher","PO BOX 491","","GEELONG","VIC","3220","8439"
"2004 Federal Election","4063","The Gilgandra Weekly","Gilgandra Newspapers P/L","Publisher","64-66","Millar St","GILGANDRA","NSW","2827","1567"
"2004 Federal Election","328","The Great Southern Star","Giles Newspapers Pty Ltd","Publisher","PO Box 84","","LEONGATHA","VIC","3953","10218"
"2004 Federal Election","1071","The Gympie Times","The Gympie Times Pty Ltd","Publisher","PO Box 394","","GYMPIE","QLD","4570","8805"
"2004 Federal Election","1492","The Hillston Spectator","The Hillston Spectator","Publisher","PO Box 41","","HILLSTON","NSW","2675","0"
"2004 Federal Election","5191","The History Channel","Foxtel","Broadcaster","Wharf 8","","PYRMONT","NSW","2009","21481"
"2004 Federal Election","5250","The Hornsby Bush Telegraph","","Publisher","Po Box 80","","BEROWRA HEIGHTS","NSW","2082","1561"
"2004 Federal Election","5238","The Independent","Brisbane Independent Newspaper Group","Publisher","PO Box 476","","FORTITUDE VALLEY","QLD","4006","1274"
"2004 Federal Election","434","The Ipswich Advertiser","Regional Publishers of Queensland","Publisher","PO Box 260","","IPSWICH","QLD","4305","2426"
"2004 Federal Election","4916","The Irrigator","Riverina Media Group","Publisher","PO Box 35","","WAGGA WAGGA","NSW","2650","1744"
"2004 Federal Election","1477","The Land","NSW Farmers Association","Publisher","GPO Box 1068","","SYDNEY GPO PRIVATE BOXES","NSW","2001","4000"
"2004 Federal Election","488","The Leader","Leader Newspapers Group Pty Ltd","Publisher","PO Box 55","","ANGASTON","SA","5353","1867"
"2004 Federal Election","5188","The Lifestyle Channel","Foxtel","Broadcaster","Wharf 8","","PYRMONT","NSW","2009","40021"
"2004 Federal Election","4971","The Mining Chronicle","West Royal P/L","Publisher","PO Box 1066","","WEST PERTH PRIVATE BOXES","WA","6872","0"
"2004 Federal Election","4680","The Mosman Daily","The Mosman Daily","Publisher","2/6 Spit Road","","SPIT JUNCTION","NSW","2088","5235"
"2004 Federal Election","509","The Murray Pioneer","Murray Pioneer Pty Ltd","Publisher","PO Box 832","","RENMARK","SA","5341","1965"
"2004 Federal Election","5033","The Noosa Journal","Cynaco Pty Ltd","Publisher","PO Box 27","","EUMUNDI","QLD","4562","8965"
"2004 Federal Election","416","The Northern Miner","North Queensland Newspaper Company Ltd","Publisher","PO Box 178","","CHARTERS TOWERS","QLD","4820","2898"
"2004 Federal Election","1650","The Northern Rivers Echo","TAOW Pty Ltd","Publisher","PO Box 37","","LISMORE","NSW","2480","17175"
"2004 Federal Election","145","The Northern Star","Northern Star Ltd","Publisher","PO Box 423","","LISMORE","NSW","2480","14343"
"2004 Federal Election","1527","The Observer","Lower Burdekin Newspaper Co Pty Ltd","Publisher","PO Box 969","","AYR","QLD","4807","1547"
"2004 Federal Election","5104","The Observer","Riverina Media Group","Publisher","PO Box 35","","WAGGA WAGGA","NSW","2650","1045"
"2004 Federal Election","4745","The Pennant (Penola)","The Border Watch Pty Ltd","Publisher","81 Commercial Street","","MOUNT GAMBIER EAST","SA","5291","408"
"2004 Federal Election","486","The Plains Producer","Papers and Publications Pty Ltd","Publisher","PO Box 63","","BALAKLAVA","SA","5461","1457"
"2004 Federal Election","1535","The Post Group of Newspapers","Newcastle Newspapers Pty Ltd","Publisher","28-30 Bolton Street","","NEWCASTLE","NSW","2300","4766"
"2004 Federal Election","435","The Queensland Times","Queensland Times Pty Ltd","Publisher","PO Box 260","","IPSWICH","QLD","4305","26521"
"2004 Federal Election","2736","The Record","The Record","Publisher","Po Box 75","","LEEDERVILLE PRIVATE BOXES 1-125","WA","6902","895"
"2004 Federal Election","508","The Recorder","Northern Newspapers","Publisher","PO Box 435","","PORT PIRIE","SA","5540","894"
"2004 Federal Election","389","The Redland Times","Queensland Community Newspapers","Publisher","PO Box 191","","CLEVELAND","QLD","4163","14535"
"2004 Federal Election","4433","The Reporter Newspaper","","Publisher","PO BOX 1125","","SPRINGWOOD","QLD","4127","5797"
"2004 Federal Election","131","The Riverine Grazier","Riverine Grazier Partnership","Publisher","PO Box 183","","HAY","NSW","2711","598"
"2004 Federal Election","112","The Rivertown Times","The Rivertown Times","Publisher","PO Box 209","","EVANS HEAD","NSW","2473","0"
"2004 Federal Election","2620","The Road Ahead","Road Ahead Publishing Company Pty Ltd","Publisher","PO Box 4","","SPRINGWOOD","QLD","4127","0"
"2004 Federal Election","4950","The Rural News","Riverina Media Group","Publisher","Po Box 35","","WAGGA WAGGA","NSW","2650","2682"
"2004 Federal Election","4229","The Satellite","The Satellite","Publisher","PO BOX 260","","IPSWICH","QLD","4305","15728"
"2004 Federal Election","4407","The Shepparton Adviser Newspaper","SIMTRU Pty Ltd","Publisher","PO BOX 1664","","SHEPPARTON","VIC","3630","12058"
"2004 Federal Election","359","The Shepparton News","Shepparton Newspapers Pty Ltd","Publisher","PO Box 204","","SHEPPARTON","VIC","3630","10044"
"2004 Federal Election","371","The Standard","Warrnambool Standard (Division of Syme Media P/L)","Publisher","PO Box 419","","WARRNAMBOOL","VIC","3280","11115"
"2004 Federal Election","3995","The Sun","Sun community Newspapers","Publisher","PO Box 1667","","TOWNSVILLE","QLD","4810","23535"
"2004 Federal Election","5243","The Sun Weekly","Newcastle Newspapers","Publisher","PO Box 510","","NEWCASTLE","NSW","2300","11416"
"2004 Federal Election","1708","The Sunday Mail","Queensland Newspapers","Publisher","GPO Box 130","","BRISBANE GPO PRIVATE BOXES","QLD","4001","8591"
"2004 Federal Election","5339","The Sunday Telegraph","Nation Wide News","Publisher","L4 61-81 Kippax St","","SURRY HILLS","NSW","2010","27040"
"2004 Federal Election","4414","The Sunday Times","The Sunday Times - A Division of Nationwide News","Publisher","GPO BOX D174","","PERTH GPO BOXES D141-D200","WA","6840","11486"
"2004 Federal Election","192","The Tamworth Times","Regional Publishers","Publisher","PO Box 525","","TAMWORTH","NSW","2340","1353"
"2004 Federal Election","5010","The Toowoomba Chronicle","Toowoomba Newspapers","Publisher","Po Box 40","","TOOWOOMBA","QLD","4350","36441"
"2004 Federal Election","506","The Transcontinental","Northern Newspapers Pty Ltd","Publisher","PO Box 64","","PORT AUGUSTA","SA","5700","987"
