"Event","Media ID","Name","Business Name","Return Type","Advertiser","Advertiser Type","Date Run","Amount"
"2004 Federal Election","4369","Portland Observer","Spectator  Observer Partnership","Publisher","Liberal Party of Australia (Victorian Division)","Party","08/10/2004","1360"
"2004 Federal Election","481","Portside Messenger","Messenger Press Pty Ltd","Publisher","Australian Greens","Party","29/09/2004","236"
"2004 Federal Election","481","Portside Messenger","Messenger Press Pty Ltd","Publisher","Australian Greens","Party","29/09/2004","496"
"2004 Federal Election","481","Portside Messenger","Messenger Press Pty Ltd","Publisher","Australian Labor Party (South Australian Branch)","Party","22/09/2004","534"
"2004 Federal Election","481","Portside Messenger","Messenger Press Pty Ltd","Publisher","Australian Labor Party (South Australian Branch)","Party","22/09/2004","739"
"2004 Federal Election","481","Portside Messenger","Messenger Press Pty Ltd","Publisher","Australian Labor Party (South Australian Branch)","Party","06/10/2004","977"
"2004 Federal Election","481","Portside Messenger","Messenger Press Pty Ltd","Publisher","Australian Progressive Alliance","Party","29/09/2004","253"
"2004 Federal Election","481","Portside Messenger","Messenger Press Pty Ltd","Publisher","Australian Progressive Alliance","Party","06/10/2004","253"
"2004 Federal Election","481","Portside Messenger","Messenger Press Pty Ltd","Publisher","BIRMINGHAM, Simon John","Candidate","29/09/2004","1043"
"2004 Federal Election","481","Portside Messenger","Messenger Press Pty Ltd","Publisher","Highgate Industries","Third Party","06/10/2004","944"
"2004 Federal Election","481","Portside Messenger","Messenger Press Pty Ltd","Publisher","Liberal Party of Australia (S.A. Division)","Party","29/09/2004","683"
"2004 Federal Election","481","Portside Messenger","Messenger Press Pty Ltd","Publisher","Liberal Party of Australia (S.A. Division)","Party","06/10/2004","683"
"2004 Federal Election","481","Portside Messenger","Messenger Press Pty Ltd","Publisher","Liberal Party of Australia (S.A. Division)","Party","06/10/2004","1043"
"2004 Federal Election","1529","Post Newspapers","A/A","Publisher","Liberal Party (W.A. Division) Inc.","Party","11/09/2004","796"
"2004 Federal Election","1529","Post Newspapers","A/A","Publisher","Liberal Party (W.A. Division) Inc.","Party","18/09/2004","1280"
"2004 Federal Election","1529","Post Newspapers","A/A","Publisher","Liberal Party (W.A. Division) Inc.","Party","25/09/2004","1490"
"2004 Federal Election","1529","Post Newspapers","A/A","Publisher","Liberal Party (W.A. Division) Inc.","Party","25/09/2004","2013"
"2004 Federal Election","1529","Post Newspapers","A/A","Publisher","Liberal Party (W.A. Division) Inc.","Party","25/09/2004","2013"
"2004 Federal Election","1529","Post Newspapers","A/A","Publisher","Liberal Party (W.A. Division) Inc.","Party","25/09/2004","2013"
"2004 Federal Election","1529","Post Newspapers","A/A","Publisher","Liberal Party (W.A. Division) Inc.","Party","25/09/2004","2013"
"2004 Federal Election","1529","Post Newspapers","A/A","Publisher","Liberal Party (W.A. Division) Inc.","Party","02/10/2004","996"
"2004 Federal Election","1529","Post Newspapers","A/A","Publisher","Liberal Party (W.A. Division) Inc.","Party","02/10/2004","1317"
"2004 Federal Election","1529","Post Newspapers","A/A","Publisher","Liberal Party (W.A. Division) Inc.","Party","09/10/2004","996"
"2004 Federal Election","1529","Post Newspapers","A/A","Publisher","Liberal Party (W.A. Division) Inc.","Party","09/10/2004","1317"
"2004 Federal Election","1529","Post Newspapers","A/A","Publisher","The Greens (WA) Inc","Party","11/09/2004","365"
"2004 Federal Election","1529","Post Newspapers","A/A","Publisher","The Greens (WA) Inc","Party","18/09/2004","365"
"2004 Federal Election","1529","Post Newspapers","A/A","Publisher","The Greens (WA) Inc","Party","25/09/2004","365"
"2004 Federal Election","1529","Post Newspapers","A/A","Publisher","The Greens (WA) Inc","Party","02/10/2004","721"
"2004 Federal Election","3982","Post Weekly","Regional Publishers","Publisher","Australian Labor Party (N.S.W. Branch)","Party","07/10/2004","175"
"2004 Federal Election","3982","Post Weekly","Regional Publishers","Publisher","SCHOFIELD, Arthur James","Candidate","30/09/2004","68"
"2004 Federal Election","3982","Post Weekly","Regional Publishers","Publisher","SCHOFIELD, Arthur James","Candidate","07/10/2004","68"
"2004 Federal Election","4151","Preston Leader","Leader Community Newspapers","Publisher","BYRNE, Peter Damien","Candidate","22/09/2004","218"
"2004 Federal Election","4151","Preston Leader","Leader Community Newspapers","Publisher","BYRNE, Peter Damien","Candidate","06/10/2004","872"
"2004 Federal Election","4151","Preston Leader","Leader Community Newspapers","Publisher","The Australian Greens - Victoria","Party","06/10/2004","525"
"2004 Federal Election","4149","Progress Leader","Leader Community Newspapers","Publisher","Australian Labor Party (Victorian Branch)","Party","06/10/2004","290"
"2004 Federal Election","4149","Progress Leader","Leader Community Newspapers","Publisher","Liberal Party of Australia (Victorian Division)","Party","15/09/2004","1269"
"2004 Federal Election","4149","Progress Leader","Leader Community Newspapers","Publisher","Liberal Party of Australia (Victorian Division)","Party","22/09/2004","1269"
"2004 Federal Election","4149","Progress Leader","Leader Community Newspapers","Publisher","Liberal Party of Australia (Victorian Division)","Party","22/09/2004","2618"
"2004 Federal Election","4149","Progress Leader","Leader Community Newspapers","Publisher","Liberal Party of Australia (Victorian Division)","Party","22/09/2004","2618"
"2004 Federal Election","4149","Progress Leader","Leader Community Newspapers","Publisher","Liberal Party of Australia (Victorian Division)","Party","29/09/2004","1269"
"2004 Federal Election","4149","Progress Leader","Leader Community Newspapers","Publisher","Liberal Party of Australia (Victorian Division)","Party","29/09/2004","3704"
"2004 Federal Election","4149","Progress Leader","Leader Community Newspapers","Publisher","Liberal Party of Australia (Victorian Division)","Party","06/10/2004","1269"
"2004 Federal Election","4149","Progress Leader","Leader Community Newspapers","Publisher","Liberal Party of Australia (Victorian Division)","Party","06/10/2004","3704"
"2004 Federal Election","4149","Progress Leader","Leader Community Newspapers","Publisher","The Australian Greens - Victoria","Party","06/10/2004","776"
"2004 Federal Election","5142","PTV","Prime Television (Victoria) Pty Ltd","Broadcaster","Commonwealth Attorney General Deparment","Third Party","28/09/2004","2338"
"2004 Federal Election","5142","PTV","Prime Television (Victoria) Pty Ltd","Broadcaster","Family First Party","Party","29/09/2004","2400"
"2004 Federal Election","5142","PTV","Prime Television (Victoria) Pty Ltd","Broadcaster","Liberal Party of Australia","Party","31/08/2004","6927"
"2004 Federal Election","5142","PTV","Prime Television (Victoria) Pty Ltd","Broadcaster","National Party of Australia (Queensland)","Party","30/09/2004","250"
"2004 Federal Election","1693","Pyrenees Advocate","Waterloo Ink Pty Ltd","Publisher","Australian Labor Party (Victorian Branch)","Party","10/09/2004","130"
"2004 Federal Election","1693","Pyrenees Advocate","Waterloo Ink Pty Ltd","Publisher","Australian Labor Party (Victorian Branch)","Party","01/10/2004","91"
"2004 Federal Election","1693","Pyrenees Advocate","Waterloo Ink Pty Ltd","Publisher","Australian Labor Party (Victorian Branch)","Party","08/10/2004","91"
"2004 Federal Election","1693","Pyrenees Advocate","Waterloo Ink Pty Ltd","Publisher","Liberal Party of Australia (Victorian Division)","Party","01/10/2004","142"
"2004 Federal Election","1693","Pyrenees Advocate","Waterloo Ink Pty Ltd","Publisher","Liberal Party of Australia (Victorian Division)","Party","01/10/2004","386"
"2004 Federal Election","1693","Pyrenees Advocate","Waterloo Ink Pty Ltd","Publisher","Liberal Party of Australia (Victorian Division)","Party","08/10/2004","864"
"2004 Federal Election","905","QTQ CHAN 9","Queensland Television Ltd","Broadcaster","Australian Labor Party (ALP)","Party","29/08/2004","445479"
"2004 Federal Election","905","QTQ CHAN 9","Queensland Television Ltd","Broadcaster","Family First Party","Party","29/08/2004","103405"
"2004 Federal Election","905","QTQ CHAN 9","Queensland Television Ltd","Broadcaster","Liberal Party of Australia","Party","29/08/2004","29671"
"2004 Federal Election","905","QTQ CHAN 9","Queensland Television Ltd","Broadcaster","Liberal Party of Australia","Party","29/08/2004","160619"
"2004 Federal Election","905","QTQ CHAN 9","Queensland Television Ltd","Broadcaster","Liberal Party of Australia","Party","29/08/2004","447268"
"2004 Federal Election","905","QTQ CHAN 9","Queensland Television Ltd","Broadcaster","National Party of Australia (Queensland)","Party","29/08/2004","111757"
"2004 Federal Election","905","QTQ CHAN 9","Queensland Television Ltd","Broadcaster","Pauline Hanson's One Nation","Party","29/08/2004","3344"
"2004 Federal Election","905","QTQ CHAN 9","Queensland Television Ltd","Broadcaster","Pauline Hanson's One Nation","Party","29/08/2004","10376"
"2004 Federal Election","905","QTQ CHAN 9","Queensland Television Ltd","Broadcaster","The Optical Superstore P/L","Third Party","29/08/2004","66369"
"2004 Federal Election","1771","Queensland Asian Business Weekly","","Publisher","Australian Labor Party (State of Queensland)","Party","08/10/2004","350"
"2004 Federal Election","1771","Queensland Asian Business Weekly","","Publisher","Liberal Party of Australia - Queensland Division","Party","24/09/2004","440"
"2004 Federal Election","1771","Queensland Asian Business Weekly","","Publisher","National Party of Australia (Queensland)","Party","24/09/2004","220"
"2004 Federal Election","1771","Queensland Asian Business Weekly","","Publisher","National Party of Australia (Queensland)","Party","08/10/2004","440"
"2004 Federal Election","4338","Radio 2NUR FM","University Of Newcastle","Broadcaster","Australian Labor Party (N.S.W. Branch)","Party","30/09/2004","1020"
"2004 Federal Election","4338","Radio 2NUR FM","University Of Newcastle","Broadcaster","Liberal Party of Australia, NSW Division","Party","30/09/2004","500"
"2004 Federal Election","4338","Radio 2NUR FM","University Of Newcastle","Broadcaster","Liberal Party of Australia, NSW Division","Party","30/09/2004","2000"
"2004 Federal Election","4150","Radio 2UE 954","Radio 2UE Sydney Pty Ltd","Broadcaster","Australian Labor Party (N.S.W. Branch)","Party","21/09/2004","18513"
"2004 Federal Election","4150","Radio 2UE 954","Radio 2UE Sydney Pty Ltd","Broadcaster","Liberal Party of Australia, NSW Division","Party","29/09/2004","73964"
"2004 Federal Election","4150","Radio 2UE 954","Radio 2UE Sydney Pty Ltd","Broadcaster","NSW Nurses Association","Third Party","29/09/2004","13970"
"2004 Federal Election","4150","Radio 2UE 954","Radio 2UE Sydney Pty Ltd","Broadcaster","SIMPSON, Paul James","Candidate","29/09/2004","3245"
"2004 Federal Election","797","Radio 5AA (5-Double-A)","Festival City Broadcasters Ltd","Broadcaster","Australian Greens","Party","22/09/2004","10635"
"2004 Federal Election","797","Radio 5AA (5-Double-A)","Festival City Broadcasters Ltd","Broadcaster","Australian Labor Party (N.S.W. Branch)","Party","21/09/2004","19250"
"2004 Federal Election","797","Radio 5AA (5-Double-A)","Festival City Broadcasters Ltd","Broadcaster","Australian Labor Party (South Australian Branch)","Party","27/09/2004","6120"
"2004 Federal Election","797","Radio 5AA (5-Double-A)","Festival City Broadcasters Ltd","Broadcaster","Liberal Party of Australia (S.A. Division)","Party","04/10/2004","2325"
"2004 Federal Election","797","Radio 5AA (5-Double-A)","Festival City Broadcasters Ltd","Broadcaster","Liberal Party of Australia (Victorian Division)","Party","30/09/2004","18200"
"2004 Federal Election","797","Radio 5AA (5-Double-A)","Festival City Broadcasters Ltd","Broadcaster","Pauline Hanson's One Nation","Party","04/10/2004","2040"
"2004 Federal Election","5219","Radio Adelaide","Radio Adelaide","Broadcaster","Community Broadcasting Association of Australia","Third Party","17/09/2004","0"
"2004 Federal Election","5219","Radio Adelaide","Radio Adelaide","Broadcaster","Community Broadcasting Association of Australia","Third Party","17/09/2004","0"
"2004 Federal Election","5219","Radio Adelaide","Radio Adelaide","Broadcaster","Community Broadcasting Association of Australia","Third Party","17/09/2004","0"
"2004 Federal Election","5219","Radio Adelaide","Radio Adelaide","Broadcaster","Community Broadcasting Association of Australia","Third Party","17/09/2004","0"
"2004 Federal Election","5219","Radio Adelaide","Radio Adelaide","Broadcaster","Community Broadcasting Association of Australia","Third Party","17/09/2004","0"
"2004 Federal Election","5219","Radio Adelaide","Radio Adelaide","Broadcaster","Community Broadcasting Association of Australia","Third Party","17/09/2004","0"
"2004 Federal Election","5219","Radio Adelaide","Radio Adelaide","Broadcaster","Community Broadcasting Association of Australia","Third Party","17/09/2004","0"
"2004 Federal Election","5219","Radio Adelaide","Radio Adelaide","Broadcaster","Community Broadcasting Association of Australia","Third Party","17/09/2004","0"
"2004 Federal Election","5219","Radio Adelaide","Radio Adelaide","Broadcaster","Community Broadcasting Association of Australia","Third Party","17/09/2004","0"
"2004 Federal Election","4154","Radio ENA","International Commercial Narrowcasting Pty Ltd","Broadcaster","Australian Labor Party (South Australian Branch)","Party","21/09/2004","605"
"2004 Federal Election","4154","Radio ENA","International Commercial Narrowcasting Pty Ltd","Broadcaster","Liberal Party of Australia (S.A. Division)","Party","28/09/2004","698"
