"Event","Return Type (Candidate/Senate Group)","Name","Party ID","Party Name","Electorate Name","Electorate State","Nil Return","Amendment No","Total Gift Value","Number Of Donors","Total Electoral Expenditure","Discretionary Benefits Received"
"2016 Federal election","Candidate","MILNE, Stuart James","34713","VOTEFLUX.ORG | Upgrade Democracy!","Victoria","VIC","Y","0","0","0","0","0"
"2016 Federal election","Candidate","MINIFIE, Tasma","32","Australian Greens","Victoria","VIC","Y","0","0","0","0","0"
"2016 Federal election","Candidate","MIRABELLA, Sophie","43","Liberal Party of Australia (Victorian Division)","Indi","VIC","Y","0","0","0","0","0"
"2016 Federal election","Candidate","MISSINGHAM, David James","187","Online Direct Democracy - (Empowering the People!)","Queensland","QLD","Y","0","0","0","0","0"
"2016 Federal election","Candidate","MITCHELL, Brian","27","Australian Labor Party (Tasmanian Branch)","Lyons","TAS","Y","0","0","0","0","0"
"2016 Federal election","Candidate","MITCHELL, Robert George","51","Australian Labor Party (Victorian Branch)","McEwen","VIC","Y","0","0","0","0","0"
"2016 Federal election","Candidate","MITCHELL-COOK, Wanda Jayne","","Independent","Victoria","VIC","N","0","0","0","881","0"
"2016 Federal election","Candidate","MOATE, Jody-Ann","32","Australian Greens","South Australia","SA","Y","0","0","0","0","0"
"2016 Federal election","Candidate","MOLAN, Andrew James","","Independent","New South Wales","NSW","Y","0","0","0","0","0"
"2016 Federal election","Candidate","MONSOUR, Nicholas Marc Anthony","211","Liberal National Party of Queensland","Moreton","QLD","Y","0","0","0","0","0"
"2016 Federal election","Candidate","MONTAGNE, Jessica","28769","Animal Justice Party","Australian Capital Territory","ACT","N","0","0","0","1767","0"
"2016 Federal election","Candidate","MOODY, Tammara Anne","","Independent","Western Australia","WA","N","0","2000","1","0","0"
"2016 Federal election","Candidate","MOONEY, Neroli Kim","29739","Rise Up Australia Party","Queensland","QLD","N","0","0","0","500","0"
"2016 Federal election","Candidate","MOORE, Claire Mary","52","Australian Labor Party (State of Queensland)","Queensland","QLD","Y","0","0","0","0","0"
"2016 Federal election","Candidate","MOORE, Joel","183","Liberal Democratic Party","Aston","VIC","Y","0","0","0","0","0"
"2016 Federal election","Candidate","MOORE, Tony Richard","","Independent","Queensland","QLD","N","0","4712","17","3767","0"
"2016 Federal election","Candidate","MORAN, Jeffrey Eamon","30393","Bullet Train For Australia","Corio","VIC","N","0","60","1","505","0"
"2016 Federal election","Candidate","MORAN, Matthew Peter","27917","Sustainable Australia Party - Stop Overdevelopment / Corruption","Queensland","QLD","Y","0","0","0","0","0"
"2016 Federal election","Candidate","MORAN, William Antony Graham","33350","Australian Equality Party (Marriage)","Queensland","QLD","N","0","420","7","0","0"
"2016 Federal election","Candidate","MORGAN, Kevin Francis","30420","Palmer United Party","Tasmania","TAS","Y","0","0","0","0","0"
"2016 Federal election","Candidate","MORGAN, Methuen Innes","34718","CountryMinded","New South Wales","NSW","Y","0","0","0","0","0"
"2016 Federal election","Candidate","MORGAN, Terence","32","Australian Greens","Macquarie","NSW","Y","0","0","0","0","0"
"2016 Federal election","Candidate","MORIARTY, Tara Elizabeth","50","Australian Labor Party (N.S.W. Branch)","New South Wales","NSW","Y","0","0","0","0","0"
"2016 Federal election","Candidate","MORONEY, Benjamin Frederick","32","Australian Greens","Macarthur","NSW","Y","0","0","0","0","0"
"2016 Federal election","Candidate","MORRIS, Gary John","","Independent","Western Australia","WA","N","0","0","0","600","0"
"2016 Federal election","Candidate","MORRIS, Hillary Ann","32","Australian Greens","Robertson","NSW","Y","0","0","0","0","0"
"2016 Federal election","Candidate","MORRIS, Peter Robert","32","Australian Greens","Hunter","NSW","Y","0","0","0","0","0"
"2016 Federal election","Candidate","MORRISON, Scott John","46","Liberal Party of Australia, NSW Division","Cook","NSW","Y","0","0","0","0","0"
"2016 Federal election","Candidate","MORTON, Ben","41","Liberal Party (W.A. Division) Inc","Tangney","WA","Y","0","0","0","0","0"
"2016 Federal election","Candidate","MOYLAN, James Michael","34712","Renewable Energy Party","Queensland","QLD","Y","0","0","0","0","0"
"2016 Federal election","Candidate","MUBARAK, Kim","","Independent","Stirling","WA","N","0","2000","2","1000","0"
"2016 Federal election","Candidate","MUIR, Kado Rentan Eldred Allison","49","National Party of Australia (WA) Inc","Western Australia","WA","N","0","7000","1","1114","0"
"2016 Federal election","Candidate","MUIR, Ricky Lee","30425","Australian Motoring Enthusiast Party","Victoria","VIC","N","0","8904","37","3921","0"
"2016 Federal election","Candidate","MULCAHY, Amy","33997","Australian Sex Party","Victoria","VIC","Y","0","0","0","0","0"
"2016 Federal election","Candidate","MULCARE, Martin James","","Independent","Bennelong","NSW","N","0","2080","12","25628","0"
"2016 Federal election","Candidate","MULHOLLAND, David John","43","Liberal Party of Australia (Victorian Division)","Jagajaga","VIC","Y","0","0","0","0","0"
"2016 Federal election","Candidate","MULL, Allan Donald","","Independent","Victoria","VIC","N","0","0","0","92101","0"
"2016 Federal election","Candidate","MULLER, Peter Karl Rudolf","","Independent","New South Wales","NSW","N","0","10568","1","10568","0"
"2016 Federal election","Candidate","MULLER, Stephen Cornell","","Independent","New South Wales","NSW","Y","0","0","0","0","0"
"2016 Federal election","Candidate","MUNDAY, Liam Robert","","Independent","New South Wales","NSW","N","0","2000","21","2000","0"
"2016 Federal election","Candidate","MUNDY, Sheila Sabina","29739","Rise Up Australia Party","Western Australia","WA","N","0","0","0","568","0"
"2016 Federal election","Candidate","MURPHY, Gayle Anne","43","Liberal Party of Australia (Victorian Division)","Lalor","VIC","Y","0","0","0","0","0"
"2016 Federal election","Candidate","MURPHY, Peta Jan","51","Australian Labor Party (Victorian Branch)","Dunkley","VIC","Y","0","0","0","0","0"
"2016 Federal election","Candidate","MURRAY, Joel Anthony","33997","Australian Sex Party","Batman","VIC","Y","0","0","0","0","0"
"2016 Federal election","Candidate","MURRAY, Kenneth Edward","","Independent","Capricornia","QLD","Y","0","0","0","0","0"
"2016 Federal election","Candidate","MUSKETT, George James","191","Christian Democratic Party (Fred Nile Group)","Franklin","TAS","Y","0","0","0","0","0"
"2016 Federal election","Candidate","MYERS, John Barry","","Independent","Melbourne Ports","VIC","N","0","0","0","4120","0"
"2016 Federal election","Candidate","NALLIAH, Daniel","29739","Rise Up Australia Party","Victoria","VIC","Y","0","0","0","0","0"
"2016 Federal election","Candidate","NASH, Fiona Joy","","Independent","New South Wales","NSW","Y","0","0","0","0","0"
"2016 Federal election","Candidate","NASR, Clint","191","Christian Democratic Party (Fred Nile Group)","Blaxland","NSW","Y","0","0","0","0","0"
"2016 Federal election","Candidate","NEATON, Leisa Joy","52","Australian Labor Party (State of Queensland)","Capricornia","QLD","Y","0","0","0","0","0"
"2016 Federal election","Candidate","NELSON, Patrice Margaret","34719","Derryn Hinch's Justice Party","Corangamite","VIC","Y","0","0","0","0","0"
"2016 Federal election","Candidate","NERO-NILE, Silvana Francesca","191","Christian Democratic Party (Fred Nile Group)","Tasmania","TAS","N","0","0","0","10551","0"
"2016 Federal election","Candidate","NEUMANN, Shayne Kenneth","52","Australian Labor Party (State of Queensland)","Blair","QLD","Y","0","0","0","0","0"
"2016 Federal election","Candidate","NICHOLLS, Georgia Louise","27917","Sustainable Australia Party - Stop Overdevelopment / Corruption","Victoria","VIC","Y","0","0","0","0","0"
"2016 Federal election","Candidate","NICHOLLS, Kenneth Hilton","34001","Yellow Vest Australia","Victoria","VIC","Y","0","0","0","0","0"
"2016 Federal election","Candidate","NICHOLS, Maree","29739","Rise Up Australia Party","New South Wales","NSW","N","0","0","0","2174","0"
"2016 Federal election","Candidate","NICHOLSON, Douglas John","183","Liberal Democratic Party","Dickson","QLD","Y","0","0","0","0","0"
"2016 Federal election","Candidate","NICKSON, Amanda Margaret","152","Family First Party","Dawson","QLD","Y","0","0","0","0","0"
"2016 Federal election","Candidate","NICOLIS, Angelina","154","Pauline Hanson's One Nation","South Australia","SA","Y","0","0","0","0","0"
"2016 Federal election","Candidate","NIELSEN-HARVEY, Sarah Beth","31","The Greens (WA) Inc","Swan","WA","Y","0","0","0","0","0"
"2016 Federal election","Candidate","NIKOLIC, Andrew Alexander","36","Liberal Party of Australia - Tasmanian Division","Bass","TAS","Y","0","0","0","0","0"
"2016 Federal election","Candidate","NOACK, Michael Daniel","183","Liberal Democratic Party","South Australia","SA","Y","0","0","0","0","0"
"2016 Federal election","Candidate","NOBLE, Louise Annabelle","186","Queensland Greens","Queensland","QLD","Y","0","0","0","0","0"
"2016 Federal election","Candidate","NOBLE, Tania Mai","28769","Animal Justice Party","South Australia","SA","Y","0","0","0","0","0"
"2016 Federal election","Candidate","NYE, Trevor William","","Independent","Victoria","VIC","N","0","200","1","1850","0"
"2016 Federal election","Candidate","OAKESHOTT, Robert James Murray","","Independent","Cowper","NSW","N","0","53000","40","56100","0"
"2016 Federal election","Candidate","OAKLEY, Jane Caroline","32","Australian Greens","New South Wales","NSW","Y","0","0","0","0","0"
"2016 Federal election","Candidate","O'BRIEN, Edward Lynam","211","Liberal National Party of Queensland","Fairfax","QLD","Y","0","0","0","0","0"
"2016 Federal election","Candidate","O'BRIEN, Llewellyn Stephen","211","Liberal National Party of Queensland","Wide Bay","QLD","Y","0","0","0","0","0"
"2016 Federal election","Candidate","O'BRIEN, Mathew Colin","54","Australian Labor Party (South Australian Branch)","Barker","SA","Y","0","0","0","0","0"
"2016 Federal election","Candidate","O'BRIEN, Rebecca","33350","Australian Equality Party (Marriage)","Higgins","VIC","Y","0","0","0","0","0"
"2016 Federal election","Candidate","O'BRIEN, Trevor Leonard","34717","Mature Australia Party","Farrer","NSW","Y","0","0","0","0","0"
"2016 Federal election","Candidate","O'CONNOR, Brendan Patrick","51","Australian Labor Party (Victorian Branch)","Gorton","VIC","Y","0","0","0","0","0"
"2016 Federal election","Candidate","O'CONNOR, Jennifer Rose","32","Australian Greens","Indi","VIC","Y","0","0","0","0","0"
"2016 Federal election","Candidate","O'CONNOR, Sandie Marie","29739","Rise Up Australia Party","Australian Capital Territory","ACT","N","0","0","0","100","0"
"2016 Federal election","Candidate","O'DOWD, Kenneth Desmond","211","Liberal National Party of Queensland","Flynn","QLD","Y","0","0","0","0","0"
"2016 Federal election","Candidate","O'DWYER, Kelly Megan","43","Liberal Party of Australia (Victorian Division)","Higgins","VIC","Y","0","0","0","0","0"
"2016 Federal election","Candidate","OGDEN, Claire Ruth","186","Queensland Greens","Lilley","QLD","Y","0","0","0","0","0"
"2016 Federal election","Candidate","O'HARA, Scott Fitzgerald","33251","The Arts Party","Tasmania","TAS","N","0","810","2","2293","0"
"2016 Federal election","Candidate","OK, Sang Doo","","Independent","New South Wales","NSW","Y","0","0","0","0","0"
"2016 Federal election","Candidate","OKOTEL, Karina Tanya Oluka","","Independent","Victoria","VIC","Y","0","0","0","0","0"
"2016 Federal election","Candidate","OKUMU, Anne Eunice Achieng","29723","Australian Christians","Victoria","VIC","Y","0","0","0","0","0"
"2016 Federal election","Candidate","OLBOURNE, Jason Mark","27916","Help End Marijuana Prohibition (HEMP) Party","New South Wales","NSW","Y","0","0","0","0","0"
"2016 Federal election","Candidate","OLDIS, Maurice John","34712","Renewable Energy Party","Batman","VIC","Y","0","0","0","0","0"
"2016 Federal election","Candidate","O'NEIL, Clare Ellen","51","Australian Labor Party (Victorian Branch)","Hotham","VIC","Y","0","0","0","0","0"
"2016 Federal election","Candidate","O'NEILL, Anthony Michael","29723","Australian Christians","Maribyrnong","VIC","Y","0","0","0","0","0"
"2016 Federal election","Candidate","O'NEILL, Astrid","32","Australian Greens","McMahon","NSW","Y","0","0","0","0","0"
"2016 Federal election","Candidate","O'NEILL, Deborah","50","Australian Labor Party (N.S.W. Branch)","New South Wales","NSW","Y","0","0","0","0","0"
"2016 Federal election","Candidate","O'NEILL, Patrick Vincent","52","Australian Labor Party (State of Queensland)","Brisbane","QLD","Y","0","0","0","0","0"
"2016 Federal election","Candidate","ONLEY, Ian David","32","Australian Greens","Gippsland","VIC","Y","0","0","0","0","0"
"2016 Federal election","Candidate","ONORATO, Mia Dominique","53","Australian Labor Party (Western Australian Branch)","Western Australia","WA","Y","0","0","0","0","0"
"2016 Federal election","Candidate","ORDISH, Carol Joy","191","Christian Democratic Party (Fred Nile Group)","Northern Territory","NT","Y","0","0","0","0","0"
"2016 Federal election","Candidate","ORDISH, John Douglas","191","Christian Democratic Party (Fred Nile Group)","Northern Territory","NT","Y","0","0","0","0","0"
"2016 Federal election","Candidate","O'ROURKE, Glenn Raymond Stapleton","152","Family First Party","Riverina","NSW","N","0","50","1","209","0"
"2016 Federal election","Candidate","OSBORNE, Christopher Rodney","33973","Seniors United Party of Australia","New South Wales","NSW","Y","0","0","0","0","0"
"2016 Federal election","Candidate","OSBORNE, Michael Edward","32","Australian Greens","New South Wales","NSW","Y","0","0","0","0","0"
"2016 Federal election","Candidate","OSTAPOVITCH, Freya Klementina","211","Liberal National Party of Queensland","Rankin","QLD","Y","0","0","0","0","0"
"2016 Federal election","Candidate","O'SULLIVAN, Barry James","211","Liberal National Party of Queensland","Queensland","QLD","Y","0","0","0","0","0"
"2016 Federal election","Candidate","O'SULLIVAN, Christine Mary","50","Australian Labor Party (N.S.W. Branch)","New South Wales","NSW","Y","0","0","0","0","0"
"2016 Federal election","Candidate","O'SULLIVAN, Francis John Patrick","32","Australian Greens","Hindmarsh","SA","Y","0","0","0","0","0"
"2016 Federal election","Candidate","O'SULLIVAN, Matthew Anthony","41","Liberal Party (W.A. Division) Inc","Burt","WA","Y","0","0","0","0","0"
"2016 Federal election","Candidate","O'TOOLE, Catherine Elizabeth","52","Australian Labor Party (State of Queensland)","Herbert","QLD","Y","0","0","0","0","0"
"2016 Federal election","Candidate","OVEREND, Jamie","28769","Animal Justice Party","Corio","VIC","Y","0","0","0","0","0"
"2016 Federal election","Candidate","OWEN, Matthew","","Independent","Tasmania","TAS","Y","0","0","0","0","0"
"2016 Federal election","Candidate","OWENS, Julie Ann","50","Australian Labor Party (N.S.W. Branch)","Parramatta","NSW","Y","0","0","0","0","0"
"2016 Federal election","Candidate","PAFF, Leanne Rhonda","33000","Health Australia Party","New South Wales","NSW","Y","0","0","0","0","0"
"2016 Federal election","Candidate","PARKER, Kate","32","Australian Greens","New South Wales","NSW","Y","0","0","0","0","0"
"2016 Federal election","Candidate","PARMETER, Matthew Francis","32","Australian Greens","Parkes","NSW","Y","0","0","0","0","0"
"2016 Federal election","Candidate","PARRAMORE, Ruth H","28769","Animal Justice Party","Bendigo","VIC","Y","0","0","0","0","0"
